[2026-01-20 05:41:47,631][INFO] copytrade 启动 | poll_interval=60.0s
[2026-01-20 06:36:39,099][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768906962000
[2026-01-20 06:36:39,540][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1768905870000
[2026-01-20 06:36:39,865][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768906962000
[2026-01-20 06:36:39,866][INFO] no token updates, total=2
[2026-01-20 06:37:40,187][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768906962000
[2026-01-20 06:37:40,477][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1768905870000
[2026-01-20 06:37:40,797][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768906962000
[2026-01-20 06:37:40,797][INFO] no token updates, total=2
[2026-01-20 06:38:41,091][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768906962000
[2026-01-20 06:38:41,423][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1768905870000
[2026-01-20 06:38:41,736][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768906962000
[2026-01-20 06:38:41,736][INFO] no token updates, total=2
[2026-01-20 06:39:42,046][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768906962000
[2026-01-20 06:39:42,369][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1768905870000
[2026-01-20 06:39:42,683][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768906962000
[2026-01-20 06:39:42,684][INFO] no token updates, total=2
[2026-01-20 06:40:43,026][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768906962000
[2026-01-20 06:40:43,356][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1768905870000
[2026-01-20 06:40:43,711][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768906962000
[2026-01-20 06:40:43,711][INFO] no token updates, total=2
[2026-01-20 06:41:44,067][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768906962000
[2026-01-20 06:41:44,386][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1768905870000
[2026-01-20 06:41:44,695][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768906962000
[2026-01-20 06:41:44,695][INFO] no token updates, total=2
[2026-01-20 06:42:45,015][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768906962000
[2026-01-20 06:42:45,340][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1768905870000
[2026-01-20 06:42:45,664][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768906962000
[2026-01-20 06:42:45,664][INFO] no token updates, total=2
[2026-01-20 06:43:45,951][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768906962000
[2026-01-20 06:43:46,241][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1768905870000
[2026-01-20 06:43:46,532][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768906962000
[2026-01-20 06:43:46,532][INFO] no token updates, total=2
[2026-01-20 06:44:46,852][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768906962000
[2026-01-20 06:44:47,151][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1768905870000
[2026-01-20 06:44:47,454][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768906962000
[2026-01-20 06:44:47,454][INFO] no token updates, total=2
[2026-01-20 06:45:47,787][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768906962000
[2026-01-20 06:45:48,137][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1768905870000
[2026-01-20 06:45:48,467][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768906962000
[2026-01-20 06:45:48,468][INFO] no token updates, total=2
[2026-01-20 06:46:48,798][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768906962000
[2026-01-20 06:46:49,144][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1768905870000
[2026-01-20 06:46:49,469][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768906962000
[2026-01-20 06:46:49,469][INFO] no token updates, total=2
[2026-01-20 06:47:49,829][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768906962000
[2026-01-20 06:47:50,152][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1768905870000
[2026-01-20 06:47:50,464][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768906962000
[2026-01-20 06:47:50,465][INFO] no token updates, total=2
[2026-01-20 06:48:50,784][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768906962000
[2026-01-20 06:48:51,101][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1768905870000
[2026-01-20 06:48:51,411][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768906962000
[2026-01-20 06:48:51,411][INFO] no token updates, total=2
[2026-01-20 06:49:51,726][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768906962000
[2026-01-20 06:49:52,092][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1768905870000
[2026-01-20 06:49:52,413][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768906962000
[2026-01-20 06:49:52,413][INFO] no token updates, total=2
[2026-01-20 06:50:52,732][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768906962000
[2026-01-20 06:50:53,058][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1768905870000
[2026-01-20 06:50:53,418][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768906962000
[2026-01-20 06:50:53,418][INFO] no token updates, total=2
[2026-01-20 06:51:53,729][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768906962000
[2026-01-20 06:51:54,052][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1768905870000
[2026-01-20 06:51:54,354][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768906962000
[2026-01-20 06:51:54,354][INFO] no token updates, total=2
[2026-01-20 06:52:54,683][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768906962000
[2026-01-20 06:52:55,003][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1768905870000
[2026-01-20 06:52:55,324][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768906962000
[2026-01-20 06:52:55,324][INFO] no token updates, total=2
[2026-01-20 06:53:55,642][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768906962000
[2026-01-20 06:53:55,952][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1768905870000
[2026-01-20 06:53:56,193][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768906962000
[2026-01-20 06:53:56,194][INFO] no token updates, total=2
[2026-01-20 06:54:56,519][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768906962000
[2026-01-20 06:54:56,837][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1768905870000
[2026-01-20 06:54:57,086][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768906962000
[2026-01-20 06:54:57,087][INFO] no token updates, total=2
[2026-01-20 06:55:57,385][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768906962000
[2026-01-20 06:55:57,736][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1768905870000
[2026-01-20 06:55:57,989][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768906962000
[2026-01-20 06:55:57,990][INFO] no token updates, total=2
[2026-01-20 06:56:58,317][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768906962000
[2026-01-20 06:56:58,648][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1768905870000
[2026-01-20 06:56:58,957][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768906962000
[2026-01-20 06:56:58,957][INFO] no token updates, total=2
[2026-01-20 06:57:59,263][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768906962000
[2026-01-20 06:57:59,585][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1768905870000
[2026-01-20 06:57:59,902][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768906962000
[2026-01-20 06:57:59,902][INFO] no token updates, total=2
[2026-01-20 06:59:00,196][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768906962000
[2026-01-20 06:59:00,498][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1768905870000
[2026-01-20 06:59:00,797][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768906962000
[2026-01-20 06:59:00,797][INFO] no token updates, total=2
[2026-01-20 07:00:01,139][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768906962000
[2026-01-20 07:00:01,465][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1768905870000
[2026-01-20 07:00:01,790][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768906962000
[2026-01-20 07:00:01,790][INFO] no token updates, total=2
[2026-01-20 07:01:02,139][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768906962000
[2026-01-20 07:01:02,463][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1768905870000
[2026-01-20 07:01:02,817][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768906962000
[2026-01-20 07:01:02,817][INFO] no token updates, total=2
[2026-01-20 07:02:03,111][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768906962000
[2026-01-20 07:02:03,407][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1768905870000
[2026-01-20 07:02:03,714][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768906962000
[2026-01-20 07:02:03,715][INFO] no token updates, total=2
[2026-01-20 07:03:04,023][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768906962000
[2026-01-20 07:03:04,340][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1768905870000
[2026-01-20 07:03:04,650][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768906962000
[2026-01-20 07:03:04,651][INFO] no token updates, total=2
[2026-01-20 07:04:05,040][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768906962000
[2026-01-20 07:04:05,342][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1768905870000
[2026-01-20 07:04:05,659][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768906962000
[2026-01-20 07:04:05,659][INFO] no token updates, total=2
[2026-01-20 07:05:05,961][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768906962000
[2026-01-20 07:05:06,266][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1768905870000
[2026-01-20 07:05:06,566][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768906962000
[2026-01-20 07:05:06,566][INFO] no token updates, total=2
[2026-01-20 07:06:06,858][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768906962000
[2026-01-20 07:06:07,160][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=2 normalized=1 since_ms=1768905870000
[2026-01-20 07:06:07,472][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768906962000
[2026-01-20 07:06:07,474][INFO] tokens output updated: /home/trader/polymarket_api/POLYMARKET_MAKER_copytrade_v2/copytrade/tokens_from_copytrade.json (total=3)
[2026-01-20 07:07:07,770][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768906962000
[2026-01-20 07:07:08,084][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1768910744000
[2026-01-20 07:07:08,412][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768906962000
[2026-01-20 07:07:08,412][INFO] no token updates, total=3
[2026-01-20 07:08:08,713][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768906962000
[2026-01-20 07:08:09,022][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1768910744000
[2026-01-20 07:08:09,349][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768906962000
[2026-01-20 07:08:09,350][INFO] no token updates, total=3
[2026-01-20 07:09:09,674][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768906962000
[2026-01-20 07:09:10,039][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=2 normalized=1 since_ms=1768910744000
[2026-01-20 07:09:10,332][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768906962000
[2026-01-20 07:09:10,333][INFO] tokens output updated: /home/trader/polymarket_api/POLYMARKET_MAKER_copytrade_v2/copytrade/tokens_from_copytrade.json (total=3)
[2026-01-20 07:10:10,642][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768906962000
[2026-01-20 07:10:10,962][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1768910940000
[2026-01-20 07:10:11,200][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768906962000
[2026-01-20 07:10:11,200][INFO] no token updates, total=3
[2026-01-20 07:11:11,566][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768906962000
[2026-01-20 07:11:11,882][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1768910940000
[2026-01-20 07:11:12,134][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768906962000
[2026-01-20 07:11:12,134][INFO] no token updates, total=3
[2026-01-20 07:12:12,460][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768906962000
[2026-01-20 07:12:12,763][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1768910940000
[2026-01-20 07:12:13,026][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768906962000
[2026-01-20 07:12:13,026][INFO] no token updates, total=3
[2026-01-20 07:13:13,338][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=2 normalized=1 since_ms=1768906962000
[2026-01-20 07:13:13,655][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1768910940000
[2026-01-20 07:13:13,992][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 07:13:13,993][INFO] tokens output updated: /home/trader/polymarket_api/POLYMARKET_MAKER_copytrade_v2/copytrade/tokens_from_copytrade.json (total=4)
[2026-01-20 07:14:14,334][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 07:14:14,659][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1768910940000
[2026-01-20 07:14:14,968][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 07:14:14,968][INFO] no token updates, total=4
[2026-01-20 07:15:15,340][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 07:15:15,651][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1768910940000
[2026-01-20 07:15:15,978][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 07:15:15,978][INFO] no token updates, total=4
[2026-01-20 07:16:16,298][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 07:16:16,698][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1768910940000
[2026-01-20 07:16:17,009][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 07:16:17,009][INFO] no token updates, total=4
[2026-01-20 07:17:17,313][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 07:17:17,631][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1768910940000
[2026-01-20 07:17:17,895][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 07:17:17,895][INFO] no token updates, total=4
[2026-01-20 07:18:18,241][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 07:18:18,564][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1768910940000
[2026-01-20 07:18:18,856][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 07:18:18,856][INFO] no token updates, total=4
[2026-01-20 07:19:19,186][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 07:19:19,479][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1768910940000
[2026-01-20 07:19:19,819][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 07:19:19,820][INFO] no token updates, total=4
[2026-01-20 07:20:20,149][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 07:20:20,468][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1768910940000
[2026-01-20 07:20:20,767][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 07:20:20,767][INFO] no token updates, total=4
[2026-01-20 07:21:21,076][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 07:21:21,527][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1768910940000
[2026-01-20 07:21:21,855][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 07:21:21,856][INFO] no token updates, total=4
[2026-01-20 07:22:22,173][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 07:22:22,474][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1768910940000
[2026-01-20 07:22:22,800][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 07:22:22,800][INFO] no token updates, total=4
[2026-01-20 07:23:23,144][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 07:23:23,466][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1768910940000
[2026-01-20 07:23:23,784][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 07:23:23,784][INFO] no token updates, total=4
[2026-01-20 07:24:24,129][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 07:24:24,472][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1768910940000
[2026-01-20 07:24:24,776][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 07:24:24,776][INFO] no token updates, total=4
[2026-01-20 07:25:25,105][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 07:25:25,419][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1768910940000
[2026-01-20 07:25:25,740][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 07:25:25,741][INFO] no token updates, total=4
[2026-01-20 07:26:26,071][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 07:26:26,359][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1768910940000
[2026-01-20 07:26:26,672][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 07:26:26,672][INFO] no token updates, total=4
[2026-01-20 07:27:26,985][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 07:27:27,300][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1768910940000
[2026-01-20 07:27:27,594][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 07:27:27,594][INFO] no token updates, total=4
[2026-01-20 07:28:27,891][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 07:28:28,196][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1768910940000
[2026-01-20 07:28:28,502][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 07:28:28,502][INFO] no token updates, total=4
[2026-01-20 07:29:28,848][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 07:29:29,160][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1768910940000
[2026-01-20 07:29:29,467][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 07:29:29,467][INFO] no token updates, total=4
[2026-01-20 07:30:29,772][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 07:30:30,098][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1768910940000
[2026-01-20 07:30:30,427][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
[2026-01-20 07:30:30,427][INFO] no token updates, total=4
[2026-01-20 07:31:30,764][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1768911180000
